"Notes"	"County"	"County Code"	"Daily Max Heat Index (C)"	"Daily Max Heat Index (C) Code"	Avg Daily Max Heat Index (C)
	"Warren County, IL"	"17187"	"40"	"40"	40.00
	"Warren County, IL"	"17187"	"41"	"41"	40.99
	"Warren County, IL"	"17187"	"42"	"42"	42.05
	"Warren County, IL"	"17187"	"43"	"43"	43.00
	"Warren County, IL"	"17187"	"44"	"44"	44.00
	"Warren County, IL"	"17187"	"45"	"45"	45.05
	"Warren County, IL"	"17187"	"46"	"46"	45.98
	"Warren County, IL"	"17187"	"47"	"47"	46.91
	"Warren County, IL"	"17187"	"48"	"48"	47.69
	"Warren County, IL"	"17187"	"49"	"49"	48.69
	"Warren County, IL"	"17187"	"50"	"50"	50.34
	"Warren County, IL"	"17187"	"51"	"51"	50.74
	"Warren County, IL"	"17187"	"N/A"	"N/A"	Missing
"Total"	"Warren County, IL"	"17187"			32.96
	"Washington County, IL"	"17189"	"26"	"26"	26.37
	"Washington County, IL"	"17189"	"27"	"27"	27.14
	"Washington County, IL"	"17189"	"28"	"28"	28.04
	"Washington County, IL"	"17189"	"29"	"29"	28.99
	"Washington County, IL"	"17189"	"30"	"30"	29.99
	"Washington County, IL"	"17189"	"31"	"31"	31.02
	"Washington County, IL"	"17189"	"32"	"32"	32.00
	"Washington County, IL"	"17189"	"33"	"33"	33.01
	"Washington County, IL"	"17189"	"34"	"34"	33.97
	"Washington County, IL"	"17189"	"35"	"35"	34.98
	"Washington County, IL"	"17189"	"36"	"36"	35.98
	"Washington County, IL"	"17189"	"37"	"37"	36.97
	"Washington County, IL"	"17189"	"38"	"38"	37.99
	"Washington County, IL"	"17189"	"39"	"39"	39.00
	"Washington County, IL"	"17189"	"40"	"40"	40.01
	"Washington County, IL"	"17189"	"41"	"41"	41.00
	"Washington County, IL"	"17189"	"42"	"42"	41.97
	"Washington County, IL"	"17189"	"43"	"43"	42.94
	"Washington County, IL"	"17189"	"44"	"44"	43.97
	"Washington County, IL"	"17189"	"45"	"45"	45.00
	"Washington County, IL"	"17189"	"46"	"46"	45.81
	"Washington County, IL"	"17189"	"47"	"47"	46.97
	"Washington County, IL"	"17189"	"48"	"48"	47.89
	"Washington County, IL"	"17189"	"N/A"	"N/A"	Missing
"Total"	"Washington County, IL"	"17189"			33.65
	"Wayne County, IL"	"17191"	"26"	"26"	26.33
	"Wayne County, IL"	"17191"	"27"	"27"	27.13
	"Wayne County, IL"	"17191"	"28"	"28"	28.02
	"Wayne County, IL"	"17191"	"29"	"29"	29.00
	"Wayne County, IL"	"17191"	"30"	"30"	30.00
	"Wayne County, IL"	"17191"	"31"	"31"	31.03
	"Wayne County, IL"	"17191"	"32"	"32"	32.01
	"Wayne County, IL"	"17191"	"33"	"33"	33.03
	"Wayne County, IL"	"17191"	"34"	"34"	34.00
	"Wayne County, IL"	"17191"	"35"	"35"	34.98
	"Wayne County, IL"	"17191"	"36"	"36"	36.00
	"Wayne County, IL"	"17191"	"37"	"37"	37.04
	"Wayne County, IL"	"17191"	"38"	"38"	37.98
	"Wayne County, IL"	"17191"	"39"	"39"	39.03
	"Wayne County, IL"	"17191"	"40"	"40"	40.00
	"Wayne County, IL"	"17191"	"41"	"41"	40.99
	"Wayne County, IL"	"17191"	"42"	"42"	41.98
	"Wayne County, IL"	"17191"	"43"	"43"	42.95
	"Wayne County, IL"	"17191"	"44"	"44"	43.94
	"Wayne County, IL"	"17191"	"45"	"45"	45.01
	"Wayne County, IL"	"17191"	"46"	"46"	45.86
	"Wayne County, IL"	"17191"	"47"	"47"	46.67
	"Wayne County, IL"	"17191"	"48"	"48"	48.30
	"Wayne County, IL"	"17191"	"49"	"49"	48.85
	"Wayne County, IL"	"17191"	"N/A"	"N/A"	Missing
"Total"	"Wayne County, IL"	"17191"			33.51
	"White County, IL"	"17193"	"26"	"26"	26.36
	"White County, IL"	"17193"	"27"	"27"	27.12
	"White County, IL"	"17193"	"28"	"28"	28.04
	"White County, IL"	"17193"	"29"	"29"	29.04
	"White County, IL"	"17193"	"30"	"30"	29.99
	"White County, IL"	"17193"	"31"	"31"	31.01
	"White County, IL"	"17193"	"32"	"32"	31.99
	"White County, IL"	"17193"	"33"	"33"	32.97
	"White County, IL"	"17193"	"34"	"34"	33.99
	"White County, IL"	"17193"	"35"	"35"	35.02
	"White County, IL"	"17193"	"36"	"36"	36.00
	"White County, IL"	"17193"	"37"	"37"	37.02
	"White County, IL"	"17193"	"38"	"38"	38.00
	"White County, IL"	"17193"	"39"	"39"	38.92
	"White County, IL"	"17193"	"40"	"40"	39.99
	"White County, IL"	"17193"	"41"	"41"	40.94
	"White County, IL"	"17193"	"42"	"42"	41.98
	"White County, IL"	"17193"	"43"	"43"	43.01
	"White County, IL"	"17193"	"44"	"44"	44.04
	"White County, IL"	"17193"	"45"	"45"	45.01
	"White County, IL"	"17193"	"46"	"46"	45.91
	"White County, IL"	"17193"	"47"	"47"	46.83
	"White County, IL"	"17193"	"49"	"49"	49.08
	"White County, IL"	"17193"	"50"	"50"	50.37
	"White County, IL"	"17193"	"N/A"	"N/A"	Missing
"Total"	"White County, IL"	"17193"			33.57
	"Whiteside County, IL"	"17195"	"26"	"26"	26.34
	"Whiteside County, IL"	"17195"	"27"	"27"	27.09
	"Whiteside County, IL"	"17195"	"28"	"28"	28.04
	"Whiteside County, IL"	"17195"	"29"	"29"	28.99
	"Whiteside County, IL"	"17195"	"30"	"30"	30.00
	"Whiteside County, IL"	"17195"	"31"	"31"	30.98
	"Whiteside County, IL"	"17195"	"32"	"32"	31.97
	"Whiteside County, IL"	"17195"	"33"	"33"	32.99
	"Whiteside County, IL"	"17195"	"34"	"34"	34.00
	"Whiteside County, IL"	"17195"	"35"	"35"	34.98
	"Whiteside County, IL"	"17195"	"36"	"36"	35.98
	"Whiteside County, IL"	"17195"	"37"	"37"	36.96
	"Whiteside County, IL"	"17195"	"38"	"38"	37.94
	"Whiteside County, IL"	"17195"	"39"	"39"	39.02
	"Whiteside County, IL"	"17195"	"40"	"40"	39.93
	"Whiteside County, IL"	"17195"	"41"	"41"	40.99
	"Whiteside County, IL"	"17195"	"42"	"42"	41.91
	"Whiteside County, IL"	"17195"	"43"	"43"	42.92
	"Whiteside County, IL"	"17195"	"44"	"44"	44.06
	"Whiteside County, IL"	"17195"	"45"	"45"	44.97
	"Whiteside County, IL"	"17195"	"46"	"46"	45.83
	"Whiteside County, IL"	"17195"	"47"	"47"	46.94
	"Whiteside County, IL"	"17195"	"48"	"48"	47.98
	"Whiteside County, IL"	"17195"	"49"	"49"	48.99
	"Whiteside County, IL"	"17195"	"50"	"50"	49.92
	"Whiteside County, IL"	"17195"	"56"	"56"	55.80
	"Whiteside County, IL"	"17195"	"N/A"	"N/A"	Missing
"Total"	"Whiteside County, IL"	"17195"			32.71
	"Will County, IL"	"17197"	"26"	"26"	26.39
	"Will County, IL"	"17197"	"27"	"27"	27.14
	"Will County, IL"	"17197"	"28"	"28"	28.01
	"Will County, IL"	"17197"	"29"	"29"	29.02
	"Will County, IL"	"17197"	"30"	"30"	29.99
	"Will County, IL"	"17197"	"31"	"31"	30.99
	"Will County, IL"	"17197"	"32"	"32"	31.98
	"Will County, IL"	"17197"	"33"	"33"	33.02
	"Will County, IL"	"17197"	"34"	"34"	34.01
	"Will County, IL"	"17197"	"35"	"35"	34.99
	"Will County, IL"	"17197"	"36"	"36"	36.02
	"Will County, IL"	"17197"	"37"	"37"	36.96
	"Will County, IL"	"17197"	"38"	"38"	37.98
	"Will County, IL"	"17197"	"39"	"39"	38.92
	"Will County, IL"	"17197"	"40"	"40"	40.03
	"Will County, IL"	"17197"	"41"	"41"	41.01
	"Will County, IL"	"17197"	"42"	"42"	41.98
	"Will County, IL"	"17197"	"43"	"43"	42.95
	"Will County, IL"	"17197"	"44"	"44"	43.87
	"Will County, IL"	"17197"	"45"	"45"	44.96
	"Will County, IL"	"17197"	"46"	"46"	46.07
	"Will County, IL"	"17197"	"47"	"47"	46.99
	"Will County, IL"	"17197"	"49"	"49"	48.65
	"Will County, IL"	"17197"	"50"	"50"	49.71
	"Will County, IL"	"17197"	"54"	"54"	54.19
	"Will County, IL"	"17197"	"N/A"	"N/A"	Missing
"Total"	"Will County, IL"	"17197"			32.36
	"Williamson County, IL"	"17199"	"26"	"26"	26.31
	"Williamson County, IL"	"17199"	"27"	"27"	27.13
	"Williamson County, IL"	"17199"	"28"	"28"	28.04
	"Williamson County, IL"	"17199"	"29"	"29"	29.01
	"Williamson County, IL"	"17199"	"30"	"30"	29.98
	"Williamson County, IL"	"17199"	"31"	"31"	31.00
	"Williamson County, IL"	"17199"	"32"	"32"	32.00
	"Williamson County, IL"	"17199"	"33"	"33"	33.01
	"Williamson County, IL"	"17199"	"34"	"34"	33.99
	"Williamson County, IL"	"17199"	"35"	"35"	35.03
	"Williamson County, IL"	"17199"	"36"	"36"	36.00
	"Williamson County, IL"	"17199"	"37"	"37"	37.02
	"Williamson County, IL"	"17199"	"38"	"38"	37.98
	"Williamson County, IL"	"17199"	"39"	"39"	38.97
	"Williamson County, IL"	"17199"	"40"	"40"	39.97
	"Williamson County, IL"	"17199"	"41"	"41"	40.98
	"Williamson County, IL"	"17199"	"42"	"42"	41.96
	"Williamson County, IL"	"17199"	"43"	"43"	43.00
	"Williamson County, IL"	"17199"	"44"	"44"	43.92
	"Williamson County, IL"	"17199"	"45"	"45"	44.89
	"Williamson County, IL"	"17199"	"46"	"46"	45.90
	"Williamson County, IL"	"17199"	"47"	"47"	46.72
	"Williamson County, IL"	"17199"	"48"	"48"	47.54
	"Williamson County, IL"	"17199"	"49"	"49"	48.76
	"Williamson County, IL"	"17199"	"50"	"50"	50.00
	"Williamson County, IL"	"17199"	"N/A"	"N/A"	Missing
"Total"	"Williamson County, IL"	"17199"			33.66
	"Winnebago County, IL"	"17201"	"26"	"26"	26.41
	"Winnebago County, IL"	"17201"	"27"	"27"	27.12
	"Winnebago County, IL"	"17201"	"28"	"28"	28.04
	"Winnebago County, IL"	"17201"	"29"	"29"	29.00
	"Winnebago County, IL"	"17201"	"30"	"30"	29.98
	"Winnebago County, IL"	"17201"	"31"	"31"	31.00
	"Winnebago County, IL"	"17201"	"32"	"32"	31.99
	"Winnebago County, IL"	"17201"	"33"	"33"	32.96
	"Winnebago County, IL"	"17201"	"34"	"34"	34.01
	"Winnebago County, IL"	"17201"	"35"	"35"	35.02
	"Winnebago County, IL"	"17201"	"36"	"36"	36.00
	"Winnebago County, IL"	"17201"	"37"	"37"	37.03
	"Winnebago County, IL"	"17201"	"38"	"38"	37.97
	"Winnebago County, IL"	"17201"	"39"	"39"	39.04
	"Winnebago County, IL"	"17201"	"40"	"40"	40.00
	"Winnebago County, IL"	"17201"	"41"	"41"	41.00
	"Winnebago County, IL"	"17201"	"42"	"42"	42.08
	"Winnebago County, IL"	"17201"	"43"	"43"	42.94
	"Winnebago County, IL"	"17201"	"44"	"44"	44.14
	"Winnebago County, IL"	"17201"	"45"	"45"	44.83
	"Winnebago County, IL"	"17201"	"46"	"46"	45.96
	"Winnebago County, IL"	"17201"	"47"	"47"	46.79
	"Winnebago County, IL"	"17201"	"48"	"48"	47.83
	"Winnebago County, IL"	"17201"	"49"	"49"	48.54
	"Winnebago County, IL"	"17201"	"54"	"54"	53.60
	"Winnebago County, IL"	"17201"	"N/A"	"N/A"	Missing
"Total"	"Winnebago County, IL"	"17201"			32.31
	"Woodford County, IL"	"17203"	"26"	"26"	26.42
	"Woodford County, IL"	"17203"	"27"	"27"	27.13
	"Woodford County, IL"	"17203"	"28"	"28"	28.05
	"Woodford County, IL"	"17203"	"29"	"29"	29.00
	"Woodford County, IL"	"17203"	"30"	"30"	30.00
	"Woodford County, IL"	"17203"	"31"	"31"	30.99
	"Woodford County, IL"	"17203"	"32"	"32"	31.97
	"Woodford County, IL"	"17203"	"33"	"33"	32.98
	"Woodford County, IL"	"17203"	"34"	"34"	33.98
	"Woodford County, IL"	"17203"	"35"	"35"	35.00
	"Woodford County, IL"	"17203"	"36"	"36"	35.96
	"Woodford County, IL"	"17203"	"37"	"37"	36.97
	"Woodford County, IL"	"17203"	"38"	"38"	38.05
	"Woodford County, IL"	"17203"	"39"	"39"	39.01
	"Woodford County, IL"	"17203"	"40"	"40"	39.99
	"Woodford County, IL"	"17203"	"41"	"41"	40.94
	"Woodford County, IL"	"17203"	"42"	"42"	42.00
	"Woodford County, IL"	"17203"	"43"	"43"	42.99
	"Woodford County, IL"	"17203"	"44"	"44"	43.95
	"Woodford County, IL"	"17203"	"45"	"45"	44.90
	"Woodford County, IL"	"17203"	"46"	"46"	45.99
	"Woodford County, IL"	"17203"	"47"	"47"	47.18
	"Woodford County, IL"	"17203"	"48"	"48"	47.81
	"Woodford County, IL"	"17203"	"49"	"49"	49.16
	"Woodford County, IL"	"17203"	"54"	"54"	53.53
	"Woodford County, IL"	"17203"	"N/A"	"N/A"	Missing
"Total"	"Woodford County, IL"	"17203"			32.62
	"Adams County, IN"	"18001"	"26"	"26"	26.29
	"Adams County, IN"	"18001"	"27"	"27"	27.14
	"Adams County, IN"	"18001"	"28"	"28"	28.03
	"Adams County, IN"	"18001"	"29"	"29"	29.03
	"Adams County, IN"	"18001"	"30"	"30"	29.98
	"Adams County, IN"	"18001"	"31"	"31"	31.00
	"Adams County, IN"	"18001"	"32"	"32"	32.00
	"Adams County, IN"	"18001"	"33"	"33"	33.00
	"Adams County, IN"	"18001"	"34"	"34"	34.00
	"Adams County, IN"	"18001"	"35"	"35"	35.01
	"Adams County, IN"	"18001"	"36"	"36"	35.97
	"Adams County, IN"	"18001"	"37"	"37"	36.98
	"Adams County, IN"	"18001"	"38"	"38"	38.03
	"Adams County, IN"	"18001"	"39"	"39"	39.01
	"Adams County, IN"	"18001"	"40"	"40"	40.06
	"Adams County, IN"	"18001"	"41"	"41"	40.94
	"Adams County, IN"	"18001"	"42"	"42"	42.03
	"Adams County, IN"	"18001"	"43"	"43"	43.12
	"Adams County, IN"	"18001"	"44"	"44"	44.08
	"Adams County, IN"	"18001"	"45"	"45"	44.73
	"Adams County, IN"	"18001"	"46"	"46"	45.91
	"Adams County, IN"	"18001"	"47"	"47"	47.41
	"Adams County, IN"	"18001"	"48"	"48"	48.06
	"Adams County, IN"	"18001"	"N/A"	"N/A"	Missing
"Total"	"Adams County, IN"	"18001"			31.79
	"Allen County, IN"	"18003"	"26"	"26"	26.28
	"Allen County, IN"	"18003"	"27"	"27"	27.18
	"Allen County, IN"	"18003"	"28"	"28"	28.04
	"Allen County, IN"	"18003"	"29"	"29"	29.00
	"Allen County, IN"	"18003"	"30"	"30"	29.99
	"Allen County, IN"	"18003"	"31"	"31"	30.99
	"Allen County, IN"	"18003"	"32"	"32"	31.96
	"Allen County, IN"	"18003"	"33"	"33"	32.99
	"Allen County, IN"	"18003"	"34"	"34"	33.95
	"Allen County, IN"	"18003"	"35"	"35"	35.00
	"Allen County, IN"	"18003"	"36"	"36"	36.05
	"Allen County, IN"	"18003"	"37"	"37"	36.96
	"Allen County, IN"	"18003"	"38"	"38"	38.04
	"Allen County, IN"	"18003"	"39"	"39"	38.96
	"Allen County, IN"	"18003"	"40"	"40"	40.00
	"Allen County, IN"	"18003"	"41"	"41"	40.93
	"Allen County, IN"	"18003"	"42"	"42"	41.98
	"Allen County, IN"	"18003"	"43"	"43"	42.96
	"Allen County, IN"	"18003"	"44"	"44"	43.86
	"Allen County, IN"	"18003"	"45"	"45"	44.60
	"Allen County, IN"	"18003"	"46"	"46"	45.94
	"Allen County, IN"	"18003"	"47"	"47"	47.08
	"Allen County, IN"	"18003"	"48"	"48"	47.78
	"Allen County, IN"	"18003"	"N/A"	"N/A"	Missing
"Total"	"Allen County, IN"	"18003"			31.80
	"Bartholomew County, IN"	"18005"	"26"	"26"	26.21
	"Bartholomew County, IN"	"18005"	"27"	"27"	27.14
	"Bartholomew County, IN"	"18005"	"28"	"28"	28.06
	"Bartholomew County, IN"	"18005"	"29"	"29"	28.99
	"Bartholomew County, IN"	"18005"	"30"	"30"	30.02
	"Bartholomew County, IN"	"18005"	"31"	"31"	31.02
	"Bartholomew County, IN"	"18005"	"32"	"32"	32.05
	"Bartholomew County, IN"	"18005"	"33"	"33"	33.03
	"Bartholomew County, IN"	"18005"	"34"	"34"	33.99
	"Bartholomew County, IN"	"18005"	"35"	"35"	35.02
	"Bartholomew County, IN"	"18005"	"36"	"36"	35.99
	"Bartholomew County, IN"	"18005"	"37"	"37"	37.00
	"Bartholomew County, IN"	"18005"	"38"	"38"	37.96
	"Bartholomew County, IN"	"18005"	"39"	"39"	38.99
	"Bartholomew County, IN"	"18005"	"40"	"40"	39.98
	"Bartholomew County, IN"	"18005"	"41"	"41"	40.89
	"Bartholomew County, IN"	"18005"	"42"	"42"	41.94
	"Bartholomew County, IN"	"18005"	"43"	"43"	42.94
	"Bartholomew County, IN"	"18005"	"44"	"44"	43.91
	"Bartholomew County, IN"	"18005"	"45"	"45"	45.01
	"Bartholomew County, IN"	"18005"	"46"	"46"	45.92
	"Bartholomew County, IN"	"18005"	"47"	"47"	46.86
	"Bartholomew County, IN"	"18005"	"48"	"48"	48.26
	"Bartholomew County, IN"	"18005"	"49"	"49"	49.19
	"Bartholomew County, IN"	"18005"	"50"	"50"	49.87
	"Bartholomew County, IN"	"18005"	"N/A"	"N/A"	Missing
"Total"	"Bartholomew County, IN"	"18005"			32.64
	"Benton County, IN"	"18007"	"26"	"26"	26.26
	"Benton County, IN"	"18007"	"27"	"27"	27.12
	"Benton County, IN"	"18007"	"28"	"28"	28.04
	"Benton County, IN"	"18007"	"29"	"29"	29.00
	"Benton County, IN"	"18007"	"30"	"30"	29.99
	"Benton County, IN"	"18007"	"31"	"31"	30.97
	"Benton County, IN"	"18007"	"32"	"32"	32.00
	"Benton County, IN"	"18007"	"33"	"33"	32.96
	"Benton County, IN"	"18007"	"34"	"34"	33.99
	"Benton County, IN"	"18007"	"35"	"35"	35.00
	"Benton County, IN"	"18007"	"36"	"36"	36.00
	"Benton County, IN"	"18007"	"37"	"37"	37.00
	"Benton County, IN"	"18007"	"38"	"38"	37.99
	"Benton County, IN"	"18007"	"39"	"39"	39.02
	"Benton County, IN"	"18007"	"40"	"40"	40.02
	"Benton County, IN"	"18007"	"41"	"41"	40.96
	"Benton County, IN"	"18007"	"42"	"42"	42.03
	"Benton County, IN"	"18007"	"43"	"43"	42.98
	"Benton County, IN"	"18007"	"44"	"44"	43.91
	"Benton County, IN"	"18007"	"45"	"45"	45.13
	"Benton County, IN"	"18007"	"46"	"46"	45.78
	"Benton County, IN"	"18007"	"47"	"47"	46.87
	"Benton County, IN"	"18007"	"48"	"48"	48.12
	"Benton County, IN"	"18007"	"49"	"49"	49.08
	"Benton County, IN"	"18007"	"50"	"50"	49.81
	"Benton County, IN"	"18007"	"N/A"	"N/A"	Missing
"Total"	"Benton County, IN"	"18007"			32.27
	"Blackford County, IN"	"18009"	"26"	"26"	26.30
	"Blackford County, IN"	"18009"	"27"	"27"	27.15
	"Blackford County, IN"	"18009"	"28"	"28"	28.05
	"Blackford County, IN"	"18009"	"29"	"29"	29.00
	"Blackford County, IN"	"18009"	"30"	"30"	29.98
	"Blackford County, IN"	"18009"	"31"	"31"	30.98
	"Blackford County, IN"	"18009"	"32"	"32"	32.00
	"Blackford County, IN"	"18009"	"33"	"33"	32.97
	"Blackford County, IN"	"18009"	"34"	"34"	34.05
	"Blackford County, IN"	"18009"	"35"	"35"	34.98
	"Blackford County, IN"	"18009"	"36"	"36"	36.01
	"Blackford County, IN"	"18009"	"37"	"37"	37.00
	"Blackford County, IN"	"18009"	"38"	"38"	37.97
	"Blackford County, IN"	"18009"	"39"	"39"	38.92
	"Blackford County, IN"	"18009"	"40"	"40"	39.93
	"Blackford County, IN"	"18009"	"41"	"41"	41.01
	"Blackford County, IN"	"18009"	"42"	"42"	41.93
	"Blackford County, IN"	"18009"	"43"	"43"	43.00
	"Blackford County, IN"	"18009"	"44"	"44"	44.12
	"Blackford County, IN"	"18009"	"45"	"45"	44.94
	"Blackford County, IN"	"18009"	"46"	"46"	46.11
	"Blackford County, IN"	"18009"	"47"	"47"	47.20
	"Blackford County, IN"	"18009"	"48"	"48"	47.54
	"Blackford County, IN"	"18009"	"49"	"49"	49.07
	"Blackford County, IN"	"18009"	"N/A"	"N/A"	Missing
"Total"	"Blackford County, IN"	"18009"			31.88
	"Boone County, IN"	"18011"	"26"	"26"	26.29
	"Boone County, IN"	"18011"	"27"	"27"	27.09
	"Boone County, IN"	"18011"	"28"	"28"	28.06
	"Boone County, IN"	"18011"	"29"	"29"	29.00
	"Boone County, IN"	"18011"	"30"	"30"	30.03
	"Boone County, IN"	"18011"	"31"	"31"	31.01
	"Boone County, IN"	"18011"	"32"	"32"	32.00
	"Boone County, IN"	"18011"	"33"	"33"	32.95
	"Boone County, IN"	"18011"	"34"	"34"	34.00
	"Boone County, IN"	"18011"	"35"	"35"	34.97
	"Boone County, IN"	"18011"	"36"	"36"	35.97
	"Boone County, IN"	"18011"	"37"	"37"	36.99
	"Boone County, IN"	"18011"	"38"	"38"	37.96
	"Boone County, IN"	"18011"	"39"	"39"	39.01
	"Boone County, IN"	"18011"	"40"	"40"	39.95
	"Boone County, IN"	"18011"	"41"	"41"	41.04
	"Boone County, IN"	"18011"	"42"	"42"	41.97
	"Boone County, IN"	"18011"	"43"	"43"	43.05
	"Boone County, IN"	"18011"	"44"	"44"	43.88
	"Boone County, IN"	"18011"	"45"	"45"	45.05
	"Boone County, IN"	"18011"	"46"	"46"	45.89
	"Boone County, IN"	"18011"	"47"	"47"	46.74
	"Boone County, IN"	"18011"	"49"	"49"	48.77
	"Boone County, IN"	"18011"	"N/A"	"N/A"	Missing
"Total"	"Boone County, IN"	"18011"			32.14
	"Brown County, IN"	"18013"	"26"	"26"	26.30
	"Brown County, IN"	"18013"	"27"	"27"	27.14
	"Brown County, IN"	"18013"	"28"	"28"	28.08
	"Brown County, IN"	"18013"	"29"	"29"	28.99
	"Brown County, IN"	"18013"	"30"	"30"	29.99
	"Brown County, IN"	"18013"	"31"	"31"	31.00
	"Brown County, IN"	"18013"	"32"	"32"	31.99
	"Brown County, IN"	"18013"	"33"	"33"	33.02
	"Brown County, IN"	"18013"	"34"	"34"	33.99
	"Brown County, IN"	"18013"	"35"	"35"	34.98
	"Brown County, IN"	"18013"	"36"	"36"	36.03
	"Brown County, IN"	"18013"	"37"	"37"	37.00
	"Brown County, IN"	"18013"	"38"	"38"	37.98
	"Brown County, IN"	"18013"	"39"	"39"	38.97
	"Brown County, IN"	"18013"	"40"	"40"	39.96
	"Brown County, IN"	"18013"	"41"	"41"	40.97
	"Brown County, IN"	"18013"	"42"	"42"	42.06
	"Brown County, IN"	"18013"	"43"	"43"	43.04
	"Brown County, IN"	"18013"	"44"	"44"	43.94
	"Brown County, IN"	"18013"	"45"	"45"	45.11
	"Brown County, IN"	"18013"	"46"	"46"	46.00
	"Brown County, IN"	"18013"	"47"	"47"	46.75
	"Brown County, IN"	"18013"	"48"	"48"	47.88
	"Brown County, IN"	"18013"	"49"	"49"	48.63
	"Brown County, IN"	"18013"	"50"	"50"	50.12
	"Brown County, IN"	"18013"	"N/A"	"N/A"	Missing
"Total"	"Brown County, IN"	"18013"			32.67
	"Carroll County, IN"	"18015"	"26"	"26"	26.35
	"Carroll County, IN"	"18015"	"27"	"27"	27.15
	"Carroll County, IN"	"18015"	"28"	"28"	28.06
	"Carroll County, IN"	"18015"	"29"	"29"	29.02
	"Carroll County, IN"	"18015"	"30"	"30"	29.98
	"Carroll County, IN"	"18015"	"31"	"31"	30.97
	"Carroll County, IN"	"18015"	"32"	"32"	32.02
	"Carroll County, IN"	"18015"	"33"	"33"	33.00
	"Carroll County, IN"	"18015"	"34"	"34"	33.99
	"Carroll County, IN"	"18015"	"35"	"35"	34.98
	"Carroll County, IN"	"18015"	"36"	"36"	35.98
	"Carroll County, IN"	"18015"	"37"	"37"	37.05
	"Carroll County, IN"	"18015"	"38"	"38"	37.96
	"Carroll County, IN"	"18015"	"39"	"39"	38.98
	"Carroll County, IN"	"18015"	"40"	"40"	39.97
	"Carroll County, IN"	"18015"	"41"	"41"	40.98
	"Carroll County, IN"	"18015"	"42"	"42"	42.03
	"Carroll County, IN"	"18015"	"43"	"43"	42.96
	"Carroll County, IN"	"18015"	"44"	"44"	43.97
	"Carroll County, IN"	"18015"	"45"	"45"	44.76
	"Carroll County, IN"	"18015"	"46"	"46"	45.67
	"Carroll County, IN"	"18015"	"47"	"47"	46.84
	"Carroll County, IN"	"18015"	"48"	"48"	48.00
	"Carroll County, IN"	"18015"	"49"	"49"	49.06
	"Carroll County, IN"	"18015"	"50"	"50"	49.52
	"Carroll County, IN"	"18015"	"51"	"51"	50.99
	"Carroll County, IN"	"18015"	"N/A"	"N/A"	Missing
"Total"	"Carroll County, IN"	"18015"			32.37
	"Cass County, IN"	"18017"	"26"	"26"	26.29
	"Cass County, IN"	"18017"	"27"	"27"	27.13
	"Cass County, IN"	"18017"	"28"	"28"	28.06
	"Cass County, IN"	"18017"	"29"	"29"	28.98
	"Cass County, IN"	"18017"	"30"	"30"	29.97
	"Cass County, IN"	"18017"	"31"	"31"	31.00
	"Cass County, IN"	"18017"	"32"	"32"	32.02
	"Cass County, IN"	"18017"	"33"	"33"	33.00
	"Cass County, IN"	"18017"	"34"	"34"	33.99
	"Cass County, IN"	"18017"	"35"	"35"	35.00
	"Cass County, IN"	"18017"	"36"	"36"	36.00
	"Cass County, IN"	"18017"	"37"	"37"	37.01
	"Cass County, IN"	"18017"	"38"	"38"	37.97
	"Cass County, IN"	"18017"	"39"	"39"	38.97
	"Cass County, IN"	"18017"	"40"	"40"	39.99
	"Cass County, IN"	"18017"	"41"	"41"	40.93
	"Cass County, IN"	"18017"	"42"	"42"	42.07
	"Cass County, IN"	"18017"	"43"	"43"	42.81
	"Cass County, IN"	"18017"	"44"	"44"	43.94
	"Cass County, IN"	"18017"	"45"	"45"	44.87
	"Cass County, IN"	"18017"	"46"	"46"	45.98
	"Cass County, IN"	"18017"	"47"	"47"	47.36
	"Cass County, IN"	"18017"	"48"	"48"	48.31
	"Cass County, IN"	"18017"	"49"	"49"	49.07
	"Cass County, IN"	"18017"	"50"	"50"	49.61
	"Cass County, IN"	"18017"	"51"	"51"	50.93
	"Cass County, IN"	"18017"	"N/A"	"N/A"	Missing
"Total"	"Cass County, IN"	"18017"			32.22
	"Clark County, IN"	"18019"	"26"	"26"	26.41
	"Clark County, IN"	"18019"	"27"	"27"	27.17
	"Clark County, IN"	"18019"	"28"	"28"	28.08
	"Clark County, IN"	"18019"	"29"	"29"	29.01
	"Clark County, IN"	"18019"	"30"	"30"	29.97
	"Clark County, IN"	"18019"	"31"	"31"	30.98
	"Clark County, IN"	"18019"	"32"	"32"	31.99
	"Clark County, IN"	"18019"	"33"	"33"	32.98
	"Clark County, IN"	"18019"	"34"	"34"	33.98
	"Clark County, IN"	"18019"	"35"	"35"	34.98
	"Clark County, IN"	"18019"	"36"	"36"	35.96
	"Clark County, IN"	"18019"	"37"	"37"	36.96
	"Clark County, IN"	"18019"	"38"	"38"	37.97
	"Clark County, IN"	"18019"	"39"	"39"	38.95
	"Clark County, IN"	"18019"	"40"	"40"	40.04
	"Clark County, IN"	"18019"	"41"	"41"	40.98
	"Clark County, IN"	"18019"	"42"	"42"	42.02
	"Clark County, IN"	"18019"	"43"	"43"	42.89
	"Clark County, IN"	"18019"	"44"	"44"	44.00
	"Clark County, IN"	"18019"	"45"	"45"	44.94
	"Clark County, IN"	"18019"	"46"	"46"	46.03
	"Clark County, IN"	"18019"	"47"	"47"	46.93
	"Clark County, IN"	"18019"	"48"	"48"	47.99
